"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"176568",NaN,339592.240963855,NaN,NaN,NaN,NaN,NaN,NaN,16215.1901140684,6868
"176569",NaN,339595.675767918,39953.0121836926,31921,NaN,NaN,NaN,NaN,NaN,NaN
"176570",49803.87,339632.391363023,39950.6745283019,31929,36241,20098,25886.0098904981,17776.3998604327,16227,6869.75031367629
"176571",NaN,NaN,39950.731,31939,NaN,NaN,25880,NaN,NaN,NaN
"176572",NaN,339707,39955.8059508409,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176573",NaN,NaN,NaN,NaN,NaN,20103,NaN,NaN,NaN,NaN
"176574",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6870
"176575",NaN,NaN,39949,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176576",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16208,NaN
"176577",NaN,NaN,NaN,NaN,36242,NaN,NaN,NaN,NaN,NaN
"176578",NaN,NaN,NaN,31938.5092821782,NaN,NaN,NaN,NaN,NaN,NaN
"176579",49803.87,339800,39950,31948,NaN,NaN,NaN,17803,NaN,6869
"176580",NaN,NaN,NaN,NaN,36242,20110,NaN,NaN,16224.7936901808,NaN
"176586",49803.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176587",49794.0376153846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176588",NaN,339768.595959596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176591",49778.0706896552,339799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176592",49764.2047900969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176595",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6869
"176597",NaN,NaN,39950,NaN,NaN,20110,NaN,NaN,NaN,NaN
"176598",NaN,NaN,NaN,NaN,NaN,20110,NaN,17783,NaN,NaN
"176599",NaN,339735,39950,NaN,NaN,NaN,NaN,NaN,NaN,6870
"176600",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6866.14831528279
"176603",NaN,NaN,NaN,NaN,36243,NaN,NaN,NaN,NaN,NaN
"176604",NaN,NaN,NaN,31948,NaN,NaN,NaN,NaN,NaN,NaN
"176607",49796.02,339881,39950,NaN,NaN,NaN,25893,17810,NaN,NaN
"176608",NaN,NaN,NaN,NaN,NaN,20110,NaN,NaN,16235,NaN
"176609",NaN,NaN,NaN,NaN,NaN,20110,NaN,NaN,NaN,NaN
"176610",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16233,NaN
"176611",NaN,NaN,NaN,NaN,NaN,20110,NaN,NaN,NaN,NaN
"176612",NaN,NaN,NaN,NaN,NaN,20110,NaN,NaN,NaN,NaN
"176613",NaN,NaN,NaN,NaN,NaN,20110,NaN,NaN,NaN,NaN
"176618",NaN,NaN,39950,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176620",NaN,NaN,NaN,NaN,NaN,20110,NaN,NaN,NaN,NaN
"176621",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6864
"176623",NaN,339880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176636",49795.04,339867,39950,31948,NaN,NaN,25891,NaN,16228,6866
"176637",NaN,NaN,NaN,NaN,36242,20110,NaN,17807,NaN,NaN
"176640",NaN,NaN,NaN,NaN,NaN,20095.5039370079,25874.6607048922,NaN,NaN,NaN
"176642",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17779.4922580645,NaN,6864
"176643",NaN,339659.655339806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176650",NaN,NaN,NaN,NaN,NaN,20080,NaN,NaN,NaN,NaN
"176652",NaN,NaN,39960.5631868132,31946,NaN,NaN,NaN,NaN,NaN,NaN
"176653",NaN,NaN,39958.3458518266,31959,NaN,NaN,NaN,NaN,NaN,NaN
"176654",NaN,NaN,39952.2142857143,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176655",NaN,NaN,NaN,NaN,NaN,NaN,25851,NaN,NaN,6862
"176656",NaN,NaN,NaN,NaN,NaN,NaN,25850,NaN,16213,NaN
"176657",NaN,NaN,NaN,NaN,NaN,NaN,25816,NaN,NaN,NaN
"176658",NaN,339567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176659",NaN,NaN,NaN,NaN,36241,NaN,NaN,NaN,16211,NaN
"176664",NaN,NaN,NaN,NaN,36227.2582025678,NaN,NaN,17769,NaN,6860
"176665",NaN,NaN,NaN,31939,NaN,NaN,NaN,NaN,NaN,NaN
"176666",NaN,NaN,NaN,NaN,NaN,20080,NaN,NaN,NaN,NaN
"176669",NaN,NaN,NaN,NaN,NaN,20087,NaN,NaN,16206.5220729367,NaN
"176670",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16203.8095238095,NaN
"176673",NaN,NaN,39954.3218249075,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176675",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16171.62,NaN
"176677",NaN,NaN,NaN,31941,NaN,NaN,NaN,NaN,NaN,NaN
"176680",NaN,NaN,NaN,NaN,NaN,NaN,25846,NaN,NaN,6860
"176682",NaN,NaN,NaN,31940,NaN,NaN,NaN,NaN,NaN,NaN
"176683",NaN,NaN,NaN,NaN,NaN,20072,NaN,NaN,NaN,NaN
"176687",49795.04,NaN,NaN,NaN,NaN,20085,NaN,NaN,NaN,NaN
"176688",NaN,NaN,39953,NaN,NaN,NaN,NaN,NaN,16167,NaN
"176689",NaN,NaN,NaN,31940,NaN,NaN,NaN,NaN,NaN,NaN
"176691",NaN,NaN,NaN,NaN,36205,NaN,NaN,NaN,NaN,NaN
"176693",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16194,NaN
"176694",NaN,339792,NaN,NaN,36195.5683453237,NaN,NaN,NaN,NaN,NaN
"176695",NaN,339601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176697",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17764.52,NaN,NaN
"176699",NaN,NaN,NaN,NaN,NaN,20085,NaN,NaN,NaN,NaN
"176700",NaN,NaN,39950,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176703",NaN,NaN,NaN,31950,NaN,NaN,NaN,NaN,NaN,NaN
"176704",NaN,NaN,NaN,NaN,36188,NaN,NaN,NaN,NaN,NaN
"176705",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6860
"176708",NaN,NaN,NaN,NaN,NaN,20071.1884057971,NaN,NaN,NaN,NaN
"176709",NaN,NaN,NaN,NaN,NaN,20051.8751753156,NaN,NaN,NaN,NaN
"176710",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6860
"176711",NaN,339696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176715",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16194,NaN
"176720",NaN,NaN,NaN,NaN,NaN,20059,25845,NaN,NaN,NaN
"176729",NaN,NaN,NaN,NaN,NaN,20035,NaN,NaN,NaN,NaN
"176730",49775.9503333333,339635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176734",NaN,NaN,NaN,NaN,NaN,20059,NaN,NaN,NaN,NaN
"176740",49778.3665714286,NaN,NaN,NaN,NaN,NaN,NaN,17768,NaN,NaN
"176741",NaN,NaN,NaN,NaN,NaN,NaN,25845.0212014134,NaN,NaN,NaN
"176744",49795.10328125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176749",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16194,NaN
"176751",NaN,NaN,NaN,NaN,36164,NaN,NaN,NaN,NaN,NaN
"176752",NaN,NaN,39945,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176754",NaN,NaN,39942.9965986395,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176755",NaN,339785,39936.488961954,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176759",NaN,NaN,NaN,NaN,NaN,20032.6504637032,NaN,NaN,NaN,NaN
"176763",NaN,NaN,NaN,NaN,36168,NaN,NaN,NaN,NaN,NaN
"176769",NaN,NaN,NaN,NaN,36168,NaN,NaN,NaN,NaN,NaN
"176775",NaN,NaN,NaN,NaN,36170,NaN,NaN,NaN,NaN,NaN
"176776",NaN,NaN,NaN,NaN,36170,NaN,NaN,NaN,NaN,NaN
"176780",49792.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176783",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16196,NaN
"176790",49783.7274610245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176791",49803.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176798",NaN,NaN,NaN,31970,NaN,NaN,NaN,NaN,NaN,NaN
"176800",NaN,NaN,NaN,NaN,36170,NaN,NaN,NaN,16196,NaN
"176805",49825.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176807",49824.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176808",NaN,NaN,NaN,NaN,NaN,20022,NaN,NaN,NaN,NaN
"176809",NaN,NaN,NaN,NaN,NaN,20022,NaN,NaN,NaN,NaN
"176810",NaN,339780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176812",NaN,NaN,NaN,NaN,NaN,20039,NaN,NaN,NaN,NaN
"176813",49803.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176817",NaN,NaN,NaN,NaN,NaN,20043.3079584775,NaN,NaN,NaN,NaN
"176821",49782.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176822",NaN,NaN,NaN,NaN,NaN,20046,NaN,NaN,NaN,NaN
"176824",NaN,NaN,NaN,31970,NaN,NaN,NaN,NaN,NaN,NaN
"176825",NaN,NaN,NaN,NaN,NaN,NaN,25848,NaN,NaN,NaN
"176826",NaN,NaN,39933,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176827",NaN,NaN,NaN,NaN,NaN,20054.6971428571,NaN,NaN,NaN,NaN
"176829",NaN,NaN,NaN,NaN,36184.1471698113,NaN,NaN,NaN,NaN,NaN
"176838",NaN,NaN,NaN,NaN,NaN,20057,NaN,NaN,NaN,NaN
"176842",NaN,NaN,NaN,31970,NaN,NaN,NaN,NaN,NaN,NaN
"176843",NaN,NaN,NaN,NaN,NaN,NaN,25848,NaN,NaN,NaN
"176845",NaN,339647.526558891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176846",NaN,NaN,NaN,31952.462745098,NaN,NaN,NaN,NaN,NaN,NaN
"176850",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6860
"176852",NaN,NaN,NaN,NaN,NaN,NaN,25868,NaN,NaN,NaN
"176859",NaN,339634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176861",NaN,NaN,NaN,NaN,NaN,NaN,25860,NaN,NaN,NaN
"176862",NaN,339600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176865",NaN,NaN,NaN,NaN,NaN,20057,NaN,NaN,NaN,NaN
"176868",49774.018372093,NaN,NaN,NaN,NaN,20057.5269016698,NaN,NaN,NaN,NaN
"176869",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6860
"176880",49761.9603644647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176882",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17770,NaN,NaN
"176886",NaN,NaN,39936,NaN,NaN,NaN,NaN,17768,NaN,NaN
"176887",NaN,NaN,39941,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176889",NaN,NaN,NaN,NaN,NaN,NaN,25868,NaN,NaN,NaN
"176890",NaN,NaN,39929,NaN,NaN,20053,NaN,NaN,NaN,NaN
"176891",NaN,NaN,39923,31944.671875,36166,NaN,NaN,NaN,NaN,NaN
"176892",NaN,NaN,NaN,31934.0304878049,36161.4033092037,20052,NaN,NaN,NaN,6860
"176893",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6861
"176895",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6861
"176899",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6864.03165753166
"176901",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6863
"176902",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17758,NaN,NaN
"176903",49753.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176904",NaN,339551.767766497,39909,NaN,NaN,NaN,NaN,NaN,16202,NaN
"176905",NaN,339457.190562613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176906",NaN,339278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176907",NaN,NaN,NaN,NaN,NaN,NaN,25855.6483516484,NaN,NaN,NaN
"176908",NaN,339267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176909",49801.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176910",NaN,339553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176911",NaN,339267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6861.00153657037
"176912",49788.5014678899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176913",49818.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176915",NaN,NaN,39923,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176924",NaN,NaN,39913,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176925",NaN,NaN,39913,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176932",NaN,NaN,NaN,31944,NaN,NaN,NaN,NaN,NaN,6860.5652
"176933",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6860
"176937",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16228,NaN
"176940",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6859
"176942",49825.5539238754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176943",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16229,NaN
"176951",49825.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176953",NaN,NaN,39918,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176955",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17758,NaN,NaN
"176957",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17753.2561048243,NaN,NaN
"176958",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17748,NaN,NaN
"176961",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16226,NaN
"176970",NaN,NaN,NaN,NaN,NaN,NaN,25846,NaN,NaN,NaN
"176976",NaN,NaN,NaN,31933,NaN,NaN,NaN,NaN,NaN,NaN
"176979",NaN,NaN,NaN,NaN,36112,NaN,NaN,NaN,NaN,NaN
"176981",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6855
"176982",NaN,339267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176983",NaN,NaN,NaN,NaN,NaN,20050.7703703704,NaN,NaN,NaN,NaN
"176987",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6853
"176992",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6855
"176993",NaN,339247.769481844,NaN,NaN,NaN,20039,NaN,NaN,NaN,NaN
"176994",NaN,339059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176995",NaN,339088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176996",NaN,NaN,39924,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"176997",NaN,339000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177002",49833.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177009",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17743,NaN,NaN
"177010",NaN,338779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177019",NaN,NaN,NaN,NaN,NaN,20050,NaN,NaN,NaN,NaN
"177020",NaN,NaN,NaN,31922,NaN,20055,NaN,NaN,NaN,6859
"177021",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6859
"177022",NaN,NaN,NaN,NaN,NaN,NaN,25856.0722303563,NaN,16225.8728544183,NaN
"177023",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16223.8383838384,NaN
"177024",NaN,NaN,NaN,NaN,NaN,NaN,25859.3103448276,NaN,NaN,6860.92517591869
"177025",NaN,NaN,NaN,31929.5253218884,NaN,NaN,NaN,NaN,NaN,NaN
"177026",NaN,NaN,NaN,NaN,NaN,NaN,25863,17758.2024714829,NaN,NaN
"177027",NaN,NaN,NaN,NaN,NaN,NaN,25868,NaN,NaN,NaN
"177028",49833.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177031",NaN,NaN,NaN,NaN,36111,NaN,NaN,NaN,NaN,NaN
"177034",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17755.6898029135,NaN,NaN
"177043",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6863
"177044",NaN,NaN,NaN,NaN,36129,NaN,NaN,NaN,NaN,NaN
"177045",NaN,NaN,NaN,NaN,NaN,20084,NaN,NaN,NaN,NaN
"177048",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6863
"177050",NaN,NaN,39912.4446878423,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177051",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17741,NaN,NaN
"177053",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6863.39693192713
"177056",NaN,NaN,NaN,31909.6186046512,NaN,NaN,NaN,NaN,NaN,NaN
"177057",NaN,NaN,NaN,31879,NaN,NaN,NaN,NaN,NaN,NaN
"177059",NaN,NaN,NaN,NaN,NaN,NaN,25876.32,NaN,NaN,NaN
"177060",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6865
"177065",NaN,NaN,NaN,NaN,36108.4961038961,NaN,NaN,NaN,NaN,NaN
"177066",NaN,NaN,NaN,NaN,36089.4589041096,NaN,NaN,NaN,NaN,NaN
"177070",NaN,NaN,NaN,NaN,36072,NaN,NaN,NaN,NaN,NaN
"177075",NaN,NaN,39867,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177079",NaN,338402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177080",NaN,338400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177083",NaN,NaN,39883,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177085",NaN,NaN,NaN,NaN,NaN,NaN,25859.9495495496,NaN,NaN,NaN
"177088",49806.4001176471,338109.994845361,NaN,NaN,36072,20069.3321799308,NaN,NaN,NaN,NaN
"177089",NaN,338153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177099",NaN,NaN,NaN,NaN,36073,NaN,NaN,NaN,NaN,NaN
"177103",NaN,NaN,NaN,NaN,36066,NaN,NaN,NaN,NaN,NaN
"177110",NaN,338154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177111",NaN,NaN,NaN,NaN,NaN,NaN,25850,NaN,NaN,NaN
"177112",NaN,NaN,NaN,NaN,36051,NaN,NaN,NaN,NaN,NaN
"177115",NaN,NaN,NaN,NaN,NaN,20070,NaN,NaN,NaN,NaN
"177116",49819.1107878788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177122",NaN,NaN,NaN,NaN,NaN,NaN,25846,NaN,NaN,NaN
"177124",NaN,338144,NaN,NaN,NaN,NaN,NaN,17766,NaN,NaN
"177126",NaN,NaN,NaN,NaN,NaN,20070,NaN,NaN,NaN,NaN
"177129",NaN,338375.865474339,NaN,NaN,NaN,20068,NaN,NaN,NaN,NaN
"177131",49786.0670466975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6865
"177133",NaN,338521.132231405,39866,NaN,NaN,NaN,NaN,NaN,NaN,6862
"177134",NaN,NaN,39864,NaN,NaN,NaN,25841,NaN,NaN,NaN
"177139",NaN,338204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177143",NaN,NaN,39870,NaN,36083,20070,NaN,17766,16221,NaN
"177144",NaN,NaN,NaN,NaN,NaN,20070,NaN,NaN,NaN,6865
"177146",49759.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177148",49752.81,NaN,NaN,NaN,36054,NaN,NaN,NaN,NaN,NaN
"177150",NaN,NaN,NaN,31897,NaN,NaN,NaN,NaN,NaN,NaN
"177155",49752.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177159",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6866
"177160",NaN,NaN,NaN,31882,NaN,NaN,NaN,NaN,NaN,NaN
"177163",NaN,338652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177165",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17759,NaN,NaN
"177166",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17759,NaN,NaN
"177174",NaN,NaN,NaN,NaN,NaN,20070,NaN,NaN,16221,NaN
"177177",NaN,338652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177180",NaN,NaN,NaN,NaN,36081,NaN,NaN,NaN,NaN,NaN
"177184",NaN,NaN,NaN,NaN,NaN,20070.1630565584,NaN,NaN,NaN,6866.52018255578
"177185",NaN,338651,NaN,NaN,36054,NaN,25843.9763560501,NaN,NaN,NaN
"177186",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6866.99416569428
"177187",NaN,NaN,NaN,NaN,NaN,20075,NaN,NaN,NaN,NaN
"177188",NaN,NaN,NaN,NaN,NaN,20069,NaN,NaN,NaN,NaN
"177191",NaN,NaN,NaN,NaN,36048,20070,NaN,NaN,NaN,NaN
"177194",NaN,NaN,NaN,NaN,NaN,20068.2940140845,NaN,NaN,NaN,NaN
"177195",NaN,NaN,39861,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177197",NaN,NaN,NaN,NaN,NaN,20068.9370460048,NaN,NaN,NaN,NaN
"177200",NaN,338651.628865979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6870
"177201",NaN,338717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177206",49777.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177207",NaN,NaN,39861,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177208",NaN,NaN,39886.5621521336,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177209",NaN,338323.692771084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177210",NaN,NaN,NaN,NaN,NaN,20057,NaN,17756.2029795158,NaN,NaN
"177212",NaN,NaN,NaN,NaN,36065,20051,NaN,NaN,NaN,NaN
"177213",49747.9,NaN,NaN,NaN,36065,NaN,NaN,NaN,NaN,NaN
"177218",NaN,NaN,NaN,NaN,36080,NaN,NaN,NaN,NaN,NaN
"177220",NaN,NaN,39902,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177222",49745.94,NaN,NaN,31867.8766816144,NaN,NaN,NaN,NaN,NaN,NaN
"177224",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6866.84966777409
"177226",NaN,338881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177227",NaN,NaN,NaN,NaN,NaN,20065,NaN,NaN,NaN,NaN
"177232",NaN,NaN,NaN,NaN,36092.4121405751,NaN,NaN,NaN,NaN,NaN
"177234",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16226.9024072869,NaN
"177237",49741.4407784431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177238",NaN,NaN,NaN,31892,NaN,NaN,NaN,NaN,16243,NaN
"177240",49767.7555,NaN,NaN,NaN,NaN,NaN,25850,NaN,NaN,NaN
"177243",NaN,NaN,NaN,NaN,36095,NaN,NaN,NaN,NaN,NaN
"177248",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16248.5037697053,NaN
"177249",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17753,NaN,NaN
"177251",NaN,338768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177252",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17759.6067708333,NaN,NaN
"177254",NaN,NaN,NaN,31894,NaN,NaN,NaN,NaN,NaN,NaN
"177255",NaN,NaN,NaN,NaN,NaN,20065,NaN,NaN,NaN,NaN
"177261",NaN,338772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177262",NaN,NaN,NaN,NaN,36095,NaN,NaN,NaN,NaN,NaN
"177265",NaN,NaN,NaN,NaN,36095,NaN,NaN,NaN,NaN,NaN
"177266",49782.27,NaN,39887,NaN,NaN,NaN,25850,17761,NaN,NaN
"177267",NaN,338899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177268",NaN,338900,NaN,NaN,NaN,NaN,NaN,17760,NaN,NaN
"177272",NaN,NaN,39923,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177274",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16253,NaN
"177275",49784.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6869
"177276",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17761,NaN,NaN
"177277",49753.4045760431,NaN,NaN,NaN,NaN,NaN,NaN,17760.85917603,NaN,NaN
"177279",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17763,NaN,NaN
"177281",NaN,338818.899159664,39891,NaN,NaN,20055.266313933,NaN,NaN,NaN,NaN
"177282",NaN,NaN,NaN,NaN,NaN,20050,NaN,NaN,NaN,NaN
"177283",NaN,NaN,NaN,NaN,NaN,20039,25828.3884892086,NaN,NaN,6865.72262935821
"177284",NaN,NaN,NaN,31894,36094,NaN,NaN,NaN,NaN,NaN
"177286",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17750.360745614,NaN,NaN
"177287",NaN,NaN,NaN,NaN,NaN,NaN,NaN,17737,NaN,6861
"177289",NaN,NaN,NaN,31893,NaN,NaN,NaN,NaN,NaN,NaN
"177291",NaN,338730.159144893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"177293",NaN,NaN,NaN,NaN,NaN,20039,NaN,NaN,NaN,6862
"177296",NaN,NaN,NaN,31896.0022701476,NaN,NaN,NaN,NaN,NaN,NaN
"177298",NaN,NaN,NaN,31900,NaN,NaN,NaN,NaN,NaN,NaN
"177299",NaN,NaN,NaN,31915.3805309735,NaN,NaN,NaN,17737,NaN,NaN
"177300",49793.07,338835,39924.1706293706,31923,NaN,NaN,NaN,NaN,NaN,NaN
"177301",NaN,NaN,NaN,31906,NaN,NaN,NaN,NaN,NaN,NaN
"177302",NaN,NaN,NaN,31923,NaN,NaN,NaN,NaN,NaN,NaN
"177303",NaN,NaN,NaN,NaN,36093,20039,NaN,NaN,NaN,NaN
"177304",NaN,NaN,NaN,31938,NaN,NaN,NaN,NaN,NaN,NaN
"177306",NaN,NaN,NaN,NaN,NaN,NaN,25827,NaN,16284,NaN
