"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"200608",50098.45,NaN,NaN,NaN,34850.9072164948,NaN,NaN,NaN,NaN,6889
"200609",NaN,NaN,NaN,NaN,34850,NaN,NaN,NaN,NaN,NaN
"200610",NaN,NaN,NaN,NaN,34847.7245817246,NaN,25695,NaN,NaN,NaN
"200611",NaN,NaN,NaN,NaN,34825,NaN,NaN,NaN,NaN,NaN
"200612",NaN,NaN,NaN,NaN,34825,NaN,NaN,NaN,NaN,NaN
"200613",50098.45,335935,NaN,32156,34825,NaN,NaN,NaN,NaN,NaN
"200614",50098.0951724138,NaN,NaN,NaN,34825,NaN,NaN,NaN,16422,NaN
"200615",NaN,NaN,NaN,NaN,34825,NaN,NaN,17758,NaN,NaN
"200616",NaN,335390,NaN,NaN,34829,NaN,NaN,NaN,16420.218459858,NaN
"200617",50094.8136842105,NaN,NaN,NaN,34831,NaN,NaN,NaN,16419.7493297587,6889
"200618",50094.53,NaN,NaN,32151,NaN,NaN,NaN,NaN,16418.1330645161,NaN
"200619",NaN,NaN,NaN,NaN,34831,NaN,25695,NaN,NaN,NaN
"200620",NaN,NaN,NaN,NaN,34829,NaN,NaN,NaN,NaN,NaN
"200621",NaN,NaN,39662,NaN,34866.6737900691,NaN,NaN,NaN,16415,NaN
"200622",NaN,NaN,NaN,NaN,34864.4743833017,NaN,NaN,NaN,NaN,NaN
"200623",NaN,NaN,NaN,NaN,34868.9107358263,NaN,NaN,NaN,NaN,6888.35437881874
"200624",NaN,NaN,NaN,NaN,34846,NaN,NaN,NaN,NaN,6888
"200625",NaN,NaN,NaN,NaN,34845,20111.6914639962,25693.9040074557,17753.498808234,NaN,6886.77641824249
"200626",NaN,335411,NaN,NaN,34833,20105.0770077008,25672,17755,16416,6881.95197923426
"200627",NaN,NaN,NaN,NaN,34852.9178743961,NaN,NaN,NaN,NaN,NaN
"200628",NaN,NaN,NaN,NaN,34814,NaN,NaN,NaN,NaN,NaN
"200629",NaN,NaN,NaN,NaN,34816.8746438746,NaN,NaN,NaN,16415.1071428571,NaN
"200630",NaN,NaN,NaN,NaN,34812,NaN,NaN,NaN,NaN,NaN
"200631",NaN,335412,NaN,32152,NaN,NaN,25672,NaN,NaN,6879
"200632",NaN,NaN,NaN,NaN,34812,NaN,NaN,NaN,NaN,NaN
"200633",NaN,NaN,NaN,NaN,NaN,NaN,25689.1834288692,NaN,NaN,NaN
"200634",NaN,335869,NaN,NaN,34811,NaN,25688,NaN,NaN,NaN
"200635",NaN,NaN,NaN,NaN,34811,NaN,NaN,NaN,NaN,6879
"200636",NaN,NaN,NaN,NaN,34800.2058823529,NaN,NaN,NaN,NaN,NaN
"200637",NaN,NaN,NaN,NaN,34802,NaN,NaN,NaN,NaN,NaN
"200638",NaN,335870,NaN,NaN,34802,NaN,NaN,NaN,NaN,6879
"200641",NaN,335415,NaN,32151,34860.1457925636,NaN,NaN,NaN,NaN,NaN
"200642",NaN,NaN,NaN,NaN,34808.9462129528,NaN,NaN,NaN,NaN,NaN
"200643",NaN,NaN,NaN,NaN,34812,NaN,NaN,NaN,NaN,NaN
"200644",NaN,NaN,NaN,NaN,34814,NaN,NaN,NaN,NaN,NaN
"200645",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16415,NaN
"200646",NaN,NaN,NaN,32154,34828,NaN,NaN,NaN,NaN,NaN
"200647",NaN,NaN,NaN,NaN,34829.7798165138,NaN,NaN,NaN,NaN,NaN
"200648",NaN,335415,NaN,NaN,34828.6066536204,NaN,NaN,NaN,NaN,NaN
"200649",NaN,335600.450746269,NaN,32154,34822,NaN,NaN,NaN,NaN,NaN
"200650",NaN,NaN,NaN,NaN,34821,NaN,NaN,NaN,NaN,6880
"200651",NaN,NaN,NaN,NaN,34822,NaN,NaN,NaN,NaN,6883.50116414435
"200652",NaN,335868.821782178,NaN,32154.85,NaN,NaN,NaN,NaN,NaN,6886
"200653",NaN,NaN,NaN,32154,34822,NaN,NaN,NaN,NaN,NaN
"200654",NaN,NaN,NaN,32150.3333333333,34820,NaN,NaN,NaN,NaN,NaN
"200655",50089.62,NaN,NaN,32146,NaN,NaN,NaN,NaN,NaN,6885
"200656",50089.62,NaN,NaN,32141,34820,NaN,NaN,NaN,NaN,NaN
"200657",NaN,NaN,NaN,32141,NaN,NaN,NaN,NaN,NaN,NaN
"200658",NaN,NaN,39660.9125874126,32136.9886792453,34820,NaN,NaN,NaN,NaN,NaN
"200659",NaN,NaN,NaN,NaN,34820,NaN,NaN,NaN,NaN,6886
"200660",NaN,NaN,NaN,32136,34820.6747572816,NaN,NaN,NaN,NaN,NaN
"200661",NaN,NaN,NaN,32135,34820,NaN,NaN,NaN,NaN,NaN
"200662",NaN,NaN,NaN,NaN,34820,NaN,NaN,NaN,NaN,NaN
"200663",NaN,NaN,NaN,NaN,34820,NaN,NaN,NaN,NaN,6887
"200664",NaN,NaN,NaN,32141,34820,NaN,NaN,NaN,NaN,6888
"200665",NaN,NaN,NaN,32153.1861861862,34810.0386597938,NaN,NaN,NaN,NaN,NaN
"200666",NaN,335863,NaN,NaN,34899.778796966,NaN,NaN,NaN,NaN,6889
"200667",NaN,335862.752767528,NaN,32160,34845.0970314577,20109,25700.1470588235,17742.1793534932,16418.4350282486,6891
"200668",NaN,NaN,NaN,NaN,34888,NaN,NaN,NaN,NaN,NaN
"200669",NaN,335870.198216056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200670",NaN,NaN,NaN,32165,34883.3235294118,20109,25700,17744,16422,6891
"200671",NaN,NaN,NaN,NaN,34834,NaN,NaN,NaN,NaN,NaN
"200672",50088.63,NaN,NaN,NaN,34846,NaN,NaN,NaN,NaN,6889
"200674",NaN,NaN,NaN,NaN,34864,NaN,NaN,NaN,NaN,NaN
"200675",NaN,335884,NaN,NaN,34895,NaN,NaN,NaN,NaN,NaN
"200676",NaN,NaN,NaN,NaN,34895,NaN,NaN,NaN,NaN,NaN
"200677",NaN,NaN,NaN,NaN,34861,NaN,NaN,NaN,NaN,NaN
"200678",NaN,336003,NaN,NaN,34861,NaN,NaN,NaN,NaN,NaN
"200679",NaN,NaN,39662,NaN,34871.4488188976,NaN,NaN,NaN,NaN,NaN
"200680",NaN,NaN,NaN,NaN,34863,NaN,NaN,NaN,NaN,6891
"200681",NaN,NaN,NaN,NaN,34863,NaN,NaN,NaN,NaN,NaN
"200682",NaN,NaN,NaN,NaN,34863,NaN,NaN,NaN,16426,NaN
"200683",NaN,336018,NaN,32148.3591160221,34857,NaN,NaN,NaN,NaN,6889
"200684",NaN,NaN,NaN,32147,34835,NaN,NaN,NaN,NaN,NaN
"200685",NaN,336056,NaN,NaN,34837,NaN,NaN,NaN,NaN,NaN
"200687",NaN,336065,NaN,NaN,34841,NaN,NaN,NaN,NaN,NaN
"200688",NaN,NaN,NaN,NaN,34877.8469581749,NaN,NaN,NaN,NaN,NaN
"200689",NaN,336333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200690",NaN,336341,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200692",NaN,336345.138888889,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200693",NaN,336346,NaN,NaN,NaN,20113.4782608696,NaN,NaN,NaN,NaN
"200694",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,6889
"200695",NaN,NaN,NaN,NaN,34900,20117,NaN,NaN,NaN,NaN
"200697",NaN,336498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200698",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200700",NaN,336498,39662,32162,34905.9356568365,20118,25699.6290672451,17747.0080418175,16430,6891
"200701",NaN,336187,NaN,NaN,34918.1297297297,20118,NaN,NaN,NaN,6889
"200702",NaN,NaN,NaN,NaN,34903.3333333333,NaN,NaN,17752.8986587183,NaN,NaN
"200703",NaN,NaN,NaN,NaN,34901,NaN,NaN,NaN,NaN,NaN
"200704",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200705",50088.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200706",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200707",NaN,336187,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200709",NaN,336186,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200710",NaN,NaN,NaN,32156.1679389313,34900,NaN,NaN,NaN,NaN,6889
"200712",NaN,336495,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200714",NaN,NaN,NaN,NaN,34900,NaN,NaN,17757,NaN,NaN
"200715",NaN,NaN,39662.6630012937,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200716",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200717",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200718",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200719",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200720",NaN,NaN,NaN,NaN,34924,NaN,NaN,NaN,NaN,NaN
"200721",NaN,336180.240348692,NaN,32148.8125,NaN,NaN,NaN,NaN,NaN,NaN
"200722",NaN,336150.85097493,NaN,NaN,34928,NaN,25701,NaN,NaN,NaN
"200724",NaN,336005.243697479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200726",NaN,336001,NaN,NaN,34905,NaN,25694,NaN,NaN,NaN
"200728",NaN,335949,NaN,NaN,34900.5985267035,NaN,NaN,NaN,NaN,NaN
"200729",NaN,335926,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200730",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200731",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6891
"200732",NaN,NaN,NaN,32171.2537313433,34903,NaN,NaN,NaN,NaN,NaN
"200733",NaN,335845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200734",NaN,NaN,NaN,32161,34912,NaN,NaN,NaN,NaN,NaN
"200735",NaN,335845,NaN,NaN,NaN,NaN,NaN,17762,NaN,6891
"200736",NaN,NaN,NaN,NaN,34895,NaN,NaN,NaN,NaN,6891
"200737",50078.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200738",NaN,NaN,NaN,NaN,34895,NaN,NaN,NaN,NaN,NaN
"200739",NaN,335844,39672,NaN,NaN,20126,NaN,NaN,NaN,NaN
"200740",NaN,335840,NaN,NaN,34894.853968254,NaN,25693,NaN,NaN,NaN
"200741",NaN,335815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200742",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200743",NaN,NaN,NaN,NaN,34900,NaN,NaN,NaN,NaN,NaN
"200745",NaN,NaN,NaN,NaN,34882,NaN,NaN,NaN,NaN,NaN
"200746",NaN,NaN,NaN,NaN,34871,NaN,NaN,NaN,NaN,NaN
"200747",NaN,NaN,NaN,NaN,34882,NaN,NaN,NaN,NaN,NaN
"200748",NaN,335815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6891
"200750",NaN,NaN,NaN,NaN,34885,NaN,NaN,NaN,NaN,NaN
"200751",NaN,NaN,NaN,NaN,34876.3567251462,NaN,NaN,NaN,NaN,NaN
"200752",NaN,335810.368794326,NaN,NaN,34869,NaN,NaN,NaN,NaN,NaN
"200753",NaN,335794.666666667,NaN,NaN,34869,NaN,NaN,NaN,NaN,NaN
"200754",NaN,NaN,NaN,NaN,34880,NaN,NaN,NaN,NaN,NaN
"200755",NaN,NaN,NaN,NaN,34857.9650205761,NaN,NaN,NaN,NaN,NaN
"200756",NaN,NaN,NaN,NaN,34858,NaN,NaN,NaN,NaN,NaN
"200757",NaN,NaN,NaN,NaN,34849,NaN,NaN,NaN,NaN,NaN
"200758",NaN,335766,NaN,NaN,34851,NaN,NaN,NaN,NaN,6892
"200759",NaN,335766,NaN,NaN,34850,NaN,NaN,NaN,NaN,NaN
"200760",NaN,335765.839506173,NaN,NaN,34850.7446808511,NaN,NaN,NaN,NaN,NaN
"200761",NaN,NaN,NaN,NaN,34848,NaN,NaN,NaN,NaN,NaN
"200762",NaN,NaN,NaN,NaN,34880,NaN,NaN,NaN,NaN,NaN
"200763",NaN,335755.622727273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200764",NaN,335977.875862069,NaN,NaN,34914,NaN,NaN,NaN,NaN,NaN
"200765",50078.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200766",NaN,NaN,NaN,NaN,34914,NaN,NaN,NaN,NaN,NaN
"200767",NaN,335729,39663.3920265781,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200768",NaN,NaN,NaN,NaN,34888,20126,NaN,NaN,NaN,NaN
"200769",NaN,335702,39662,NaN,34888,NaN,NaN,NaN,NaN,NaN
"200770",NaN,NaN,NaN,NaN,34880,NaN,NaN,NaN,NaN,NaN
"200771",NaN,NaN,NaN,NaN,34880,NaN,NaN,17762,NaN,NaN
"200772",NaN,NaN,NaN,NaN,34880,NaN,NaN,17762,NaN,NaN
"200773",NaN,NaN,NaN,NaN,34881.9465478842,NaN,NaN,NaN,NaN,NaN
"200774",NaN,NaN,NaN,NaN,34880,NaN,NaN,NaN,NaN,NaN
"200775",NaN,NaN,NaN,NaN,NaN,20124.4615384615,NaN,NaN,NaN,NaN
"200776",50078.82,NaN,NaN,NaN,34880,NaN,NaN,NaN,NaN,NaN
"200778",NaN,NaN,NaN,NaN,34882,NaN,NaN,NaN,NaN,NaN
"200779",NaN,NaN,NaN,NaN,34881,NaN,NaN,NaN,NaN,NaN
"200780",NaN,NaN,NaN,NaN,34880,NaN,NaN,NaN,NaN,NaN
"200781",NaN,335701.609756098,NaN,NaN,34880,NaN,NaN,NaN,NaN,NaN
"200782",NaN,NaN,NaN,NaN,34908.8356706221,NaN,NaN,NaN,NaN,NaN
"200783",NaN,NaN,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200784",NaN,NaN,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200785",NaN,NaN,NaN,NaN,34914,NaN,NaN,NaN,NaN,NaN
"200786",NaN,335987.708196721,NaN,NaN,34913,NaN,NaN,NaN,16430,NaN
"200787",NaN,335701,NaN,NaN,34913.4591679507,20117.4591549296,NaN,17755.4470316388,NaN,NaN
"200788",NaN,NaN,39667,NaN,34914.4522849462,20112.320066335,25681.7750511247,17742.9784172662,NaN,6888.89249011858
"200789",NaN,335700,NaN,NaN,34913,NaN,25655,NaN,NaN,6882
"200790",NaN,335695.850793651,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200791",NaN,335692,NaN,NaN,NaN,20108,NaN,NaN,NaN,NaN
"200792",NaN,NaN,39669,NaN,34913,NaN,25654,NaN,NaN,6856
"200793",50076.872313253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200794",NaN,NaN,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200796",NaN,NaN,NaN,NaN,34922,NaN,NaN,NaN,NaN,NaN
"200798",NaN,NaN,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200800",NaN,NaN,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200801",NaN,335986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200802",NaN,335725,NaN,NaN,34916,NaN,NaN,NaN,NaN,NaN
"200803",50078.82,335724.977839335,NaN,NaN,34916,20110,25668.2723279649,NaN,NaN,NaN
"200804",NaN,NaN,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200805",NaN,NaN,NaN,NaN,34913,NaN,NaN,NaN,NaN,NaN
"200806",NaN,335724,NaN,NaN,34924.7228478024,NaN,NaN,NaN,NaN,NaN
"200807",NaN,335720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200808",NaN,335719,NaN,NaN,34939,NaN,NaN,17737,NaN,NaN
"200809",50068.01,335714,NaN,NaN,NaN,NaN,25670.6537396122,NaN,NaN,NaN
"200810",50065.07,NaN,39675,NaN,34927,NaN,25671,NaN,NaN,NaN
"200811",50077.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16430,NaN
"200812",NaN,335975,NaN,NaN,34927,NaN,NaN,NaN,NaN,NaN
"200814",NaN,NaN,NaN,NaN,34928,NaN,NaN,NaN,NaN,NaN
"200815",50063.11,NaN,NaN,NaN,34940.5818181818,NaN,NaN,NaN,NaN,NaN
"200816",NaN,NaN,NaN,NaN,34930,NaN,NaN,NaN,NaN,NaN
"200817",NaN,NaN,NaN,NaN,34930,NaN,NaN,17728.9146743611,NaN,NaN
"200818",NaN,NaN,NaN,NaN,34929,NaN,NaN,NaN,NaN,NaN
"200819",NaN,335692,NaN,NaN,34928,NaN,NaN,NaN,NaN,NaN
"200820",NaN,335954.148148148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200821",NaN,335761.917553191,NaN,NaN,34927,NaN,NaN,NaN,NaN,NaN
"200822",50063.11,NaN,NaN,NaN,34926,NaN,NaN,NaN,NaN,NaN
"200824",NaN,NaN,NaN,32187,34955.1317073171,NaN,NaN,NaN,NaN,NaN
"200825",50068.01,335673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200826",NaN,335658.19047619,NaN,NaN,34925,NaN,NaN,NaN,NaN,NaN
"200827",NaN,335630,NaN,NaN,34925,20111.389380531,NaN,NaN,NaN,NaN
"200828",NaN,NaN,39675,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200829",NaN,NaN,39675,NaN,34924,NaN,NaN,NaN,NaN,NaN
"200831",NaN,335903.660023447,NaN,NaN,34924,NaN,NaN,NaN,NaN,NaN
"200832",NaN,335924,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200833",NaN,335883.113861386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200834",50068.01,NaN,NaN,NaN,NaN,NaN,25669,NaN,NaN,NaN
"200836",NaN,335640,NaN,NaN,34923,NaN,NaN,17717,NaN,NaN
"200837",NaN,335974,39675,32187,34972,20114.1413857678,25678.2609756098,17728,16433,6882
"200838",NaN,NaN,NaN,NaN,NaN,20113,25703.29218107,17728.2493777999,16433,NaN
"200839",NaN,NaN,NaN,NaN,34924,NaN,NaN,NaN,NaN,NaN
"200840",NaN,NaN,NaN,32191,34924,20113,NaN,NaN,16437,6867
"200841",NaN,335974.430348259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200842",50071.94,NaN,39678.4096757591,32203,34923,NaN,NaN,NaN,16439,NaN
"200844",NaN,335982.309322034,39675.7310826543,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200845",NaN,NaN,39675,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200846",NaN,NaN,39675.1029354207,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200847",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,16438,NaN
"200848",50074.3932608696,NaN,NaN,NaN,NaN,20109.0088731145,NaN,NaN,NaN,NaN
"200849",NaN,NaN,NaN,NaN,34923,20101,NaN,NaN,NaN,6881
"200851",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16438,NaN
"200852",NaN,NaN,NaN,NaN,34938.38,NaN,NaN,NaN,NaN,NaN
"200854",NaN,NaN,NaN,NaN,34924,NaN,NaN,NaN,16438,NaN
"200855",NaN,NaN,NaN,NaN,34941.9437428243,NaN,NaN,NaN,16439,NaN
"200856",NaN,NaN,39675,32203,34956,20115,25718,NaN,16440,6882
"200857",NaN,NaN,39675,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200858",NaN,NaN,NaN,NaN,34925,NaN,NaN,NaN,NaN,NaN
"200859",NaN,NaN,NaN,NaN,34924,NaN,NaN,NaN,NaN,6884
"200860",50078.82,NaN,NaN,NaN,34964.6977464789,NaN,NaN,NaN,NaN,6883
"200861",50078.82,NaN,39675,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200862",NaN,NaN,39674.7604166667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200863",NaN,336000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200864",NaN,335886.27027027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200865",NaN,335711.394736842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200866",NaN,NaN,NaN,NaN,35001,NaN,NaN,NaN,NaN,NaN
"200867",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"200869",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"200870",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"200871",NaN,NaN,NaN,32173,NaN,NaN,NaN,NaN,NaN,NaN
"200872",NaN,NaN,NaN,NaN,35000,NaN,NaN,NaN,NaN,NaN
"200874",NaN,NaN,NaN,NaN,34951,NaN,NaN,NaN,NaN,NaN
"200875",50078.82,335710.413669065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200876",NaN,335907.23782235,NaN,NaN,34951,NaN,NaN,NaN,NaN,NaN
"200878",NaN,NaN,NaN,NaN,34950,NaN,NaN,NaN,NaN,NaN
"200880",NaN,335989,NaN,NaN,34950,NaN,NaN,NaN,NaN,NaN
"200883",NaN,NaN,NaN,NaN,34950,NaN,NaN,NaN,NaN,NaN
"200884",NaN,NaN,39675,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200885",NaN,NaN,NaN,NaN,34950,NaN,NaN,17733,NaN,NaN
"200886",NaN,NaN,NaN,NaN,34925,20114,NaN,17733.1111111111,NaN,NaN
"200887",NaN,335730.277777778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200888",NaN,335790.153846154,39675,32193,34933.6804733728,20114.3759398496,25694.103196347,17737,16440,6888
"200889",NaN,335869.260089686,39683.16,32193,34931.157480315,20115,25690.2494268684,17741,16440,6888
"200890",NaN,NaN,39675.1666666667,NaN,34925,NaN,25689.4565217391,NaN,NaN,NaN
"200891",NaN,335852.832258065,NaN,NaN,34924,NaN,25688.2261823167,NaN,NaN,NaN
"200892",NaN,335979.803278689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200893",50078.82,NaN,NaN,NaN,34924,NaN,NaN,NaN,NaN,NaN
"200894",NaN,335702,39673,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200895",NaN,NaN,39673,32180,34923,NaN,NaN,NaN,NaN,NaN
"200896",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200897",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200898",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200900",NaN,335701,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200901",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200902",NaN,NaN,NaN,NaN,34984,NaN,NaN,NaN,NaN,NaN
"200903",NaN,335755.776094276,39675,32193,34927.9541284404,20114,25686,17741,16440,6887
"200904",NaN,335979,NaN,32193,34923,NaN,NaN,NaN,NaN,6888
"200905",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200906",NaN,335701,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200908",50078.82,NaN,NaN,NaN,34923,NaN,NaN,NaN,16426,6885
"200909",NaN,NaN,NaN,NaN,34944.9647355164,NaN,NaN,NaN,NaN,NaN
"200910",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200911",NaN,335983,NaN,NaN,34949.5201005025,20104,25666.6108786611,NaN,NaN,NaN
"200912",NaN,335699.623376623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200913",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200914",NaN,335701,NaN,NaN,34924,NaN,NaN,NaN,NaN,NaN
"200915",NaN,335701,NaN,NaN,34923,20109,NaN,NaN,NaN,NaN
"200916",NaN,NaN,NaN,NaN,34923,NaN,25666.7601476015,NaN,16435.0914285714,NaN
"200917",NaN,335701,NaN,NaN,34924,NaN,NaN,NaN,NaN,6885
"200918",NaN,335950.267857143,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200919",NaN,335701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200920",NaN,NaN,NaN,NaN,34923,NaN,25669,NaN,NaN,NaN
"200921",NaN,335701,NaN,NaN,34923,NaN,NaN,NaN,16436.2710120069,NaN
"200922",NaN,335701,NaN,NaN,34923,NaN,NaN,NaN,16426,NaN
"200924",NaN,335701,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200925",NaN,NaN,NaN,32179,34923,NaN,NaN,NaN,NaN,NaN
"200926",NaN,335701,NaN,NaN,34923,NaN,NaN,17741,16439,NaN
"200927",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200928",NaN,335701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"200929",NaN,NaN,NaN,NaN,34924,NaN,NaN,NaN,NaN,NaN
"200930",NaN,NaN,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200931",NaN,335701,NaN,NaN,34923,NaN,25656,17745,NaN,NaN
"200932",NaN,335902.74789916,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200934",NaN,335701,NaN,32179,34923,NaN,NaN,NaN,NaN,NaN
"200935",NaN,335701,NaN,NaN,34931.275862069,NaN,25623,NaN,NaN,NaN
"200936",NaN,335701,39675,NaN,34927,NaN,NaN,NaN,NaN,NaN
"200937",NaN,335701,NaN,NaN,34927,NaN,NaN,NaN,NaN,6885
"200938",NaN,335699.975903614,NaN,NaN,34948.2709551657,NaN,NaN,NaN,NaN,NaN
"200939",NaN,335696,39675,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200940",NaN,335696,NaN,NaN,34923,20106.5706940874,NaN,NaN,NaN,NaN
"200941",NaN,335696,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200942",NaN,335696,NaN,NaN,34923,NaN,NaN,NaN,NaN,NaN
"200943",NaN,335696,NaN,NaN,34895,NaN,25668,NaN,NaN,6884
"200944",NaN,335632.897727273,NaN,NaN,34895,NaN,NaN,NaN,NaN,6885.56474030724
"200945",NaN,335460,NaN,NaN,34895,NaN,NaN,NaN,NaN,NaN
"200946",NaN,335460,NaN,NaN,34896,NaN,NaN,NaN,NaN,NaN
"200947",NaN,335460,39675,32179,34895,NaN,NaN,NaN,NaN,NaN
"200948",NaN,335460,NaN,32179,34896.7107438017,20109,25652.7709497207,NaN,NaN,NaN
"200949",NaN,335460,NaN,NaN,34883,20102.347826087,NaN,NaN,16426,NaN
"200950",50078.1478481013,335460,39675,NaN,34881,NaN,25615,NaN,NaN,6886
"200951",NaN,335685.287339972,NaN,NaN,34881,NaN,NaN,17745,16426,6884
"200952",NaN,335674.859437751,NaN,32179,34880.3106411104,NaN,NaN,17742.9047619048,NaN,6885
"200953",NaN,335756.231308411,NaN,32179,NaN,20105,NaN,17746,16439,NaN
"200954",NaN,335862.816,NaN,NaN,34880,NaN,NaN,NaN,16426,NaN
"200955",NaN,335929.379844961,39671,NaN,NaN,20104,NaN,NaN,NaN,6885
"200956",NaN,335978,NaN,NaN,34880,20104,NaN,NaN,NaN,6884
"200957",NaN,NaN,NaN,32179,34878,NaN,NaN,NaN,NaN,6885
