"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"114226",NaN,NaN,1561387458,NaN,NaN,NaN,NaN,1561387458,NaN,NaN
"114227",NaN,NaN,1561387459,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114228",NaN,NaN,1561387460,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114232",1561387464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114233",1561387465,NaN,NaN,NaN,NaN,1561387465,NaN,1561387465,NaN,NaN
"114234",NaN,NaN,NaN,NaN,1561387466,NaN,NaN,NaN,NaN,NaN
"114238",NaN,1561387470,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114242",NaN,NaN,NaN,NaN,NaN,1561387474,NaN,NaN,NaN,NaN
"114245",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387477
"114246",NaN,NaN,1561387478,NaN,NaN,1561387478,NaN,NaN,NaN,NaN
"114247",NaN,1561387479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114249",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387481,NaN,NaN
"114251",NaN,1561387483,1561387483,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114254",NaN,NaN,NaN,NaN,NaN,1561387486,NaN,NaN,NaN,NaN
"114255",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387487
"114256",NaN,NaN,1561387488,NaN,NaN,NaN,1561387488,NaN,NaN,NaN
"114257",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387489,NaN
"114259",NaN,NaN,NaN,NaN,NaN,1561387491,NaN,NaN,NaN,NaN
"114261",NaN,1561387493,1561387493,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114263",NaN,NaN,NaN,NaN,NaN,NaN,1561387495,NaN,NaN,NaN
"114266",NaN,NaN,1561387498,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114270",NaN,NaN,1561387502,NaN,1561387502,NaN,NaN,NaN,NaN,NaN
"114272",NaN,1561387504,1561387504,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114275",NaN,NaN,NaN,NaN,NaN,1561387507,NaN,NaN,NaN,NaN
"114279",NaN,NaN,NaN,NaN,NaN,1561387511,NaN,NaN,NaN,NaN
"114280",NaN,NaN,1561387512,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114283",NaN,NaN,1561387515,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114284",NaN,NaN,NaN,NaN,NaN,1561387516,NaN,NaN,NaN,NaN
"114290",NaN,NaN,NaN,NaN,NaN,1561387522,NaN,NaN,NaN,NaN
"114291",NaN,NaN,NaN,NaN,NaN,NaN,1561387523,NaN,NaN,NaN
"114292",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387524,NaN,1561387524
"114296",NaN,1561387528,1561387528,NaN,NaN,1561387528,NaN,NaN,NaN,NaN
"114301",NaN,NaN,1561387533,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114303",NaN,NaN,NaN,NaN,NaN,1561387535,NaN,NaN,NaN,NaN
"114306",NaN,NaN,1561387538,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114308",NaN,NaN,NaN,NaN,NaN,1561387540,NaN,NaN,NaN,NaN
"114311",NaN,NaN,1561387543,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114314",NaN,NaN,1561387546,NaN,NaN,NaN,1561387546,NaN,NaN,NaN
"114318",NaN,1561387550,NaN,NaN,1561387550,NaN,NaN,NaN,NaN,NaN
"114319",NaN,1561387551,1561387551,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114321",NaN,NaN,NaN,NaN,NaN,1561387553,NaN,NaN,NaN,NaN
"114323",NaN,NaN,1561387555,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114324",NaN,NaN,1561387556,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114325",NaN,NaN,1561387557,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114329",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387561,NaN,NaN
"114330",1561387562,NaN,NaN,NaN,1561387562,1561387562,NaN,NaN,NaN,NaN
"114334",NaN,NaN,1561387566,NaN,NaN,NaN,1561387566,NaN,NaN,NaN
"114335",NaN,NaN,1561387567,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114336",NaN,NaN,1561387568,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114337",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387569,NaN
"114338",1561387570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114339",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387571,NaN,NaN
"114341",NaN,1561387573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114342",NaN,NaN,NaN,NaN,1561387574,1561387574,NaN,NaN,NaN,1561387574
"114343",NaN,NaN,NaN,NaN,NaN,1561387575,NaN,NaN,NaN,NaN
"114344",NaN,NaN,NaN,NaN,1561387576,NaN,NaN,NaN,NaN,1561387576
"114345",NaN,NaN,1561387577,NaN,NaN,NaN,NaN,NaN,NaN,1561387577
"114346",NaN,NaN,NaN,NaN,NaN,1561387578,NaN,NaN,NaN,NaN
"114349",NaN,NaN,NaN,NaN,NaN,1561387581,NaN,NaN,NaN,NaN
"114352",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387584
"114353",1561387585,NaN,1561387585,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114355",NaN,NaN,NaN,NaN,NaN,1561387587,NaN,NaN,NaN,NaN
"114359",NaN,NaN,NaN,NaN,NaN,1561387591,NaN,NaN,NaN,1561387591
"114360",1561387592,NaN,NaN,NaN,NaN,1561387592,NaN,NaN,NaN,NaN
"114361",NaN,1561387593,1561387593,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114363",NaN,NaN,NaN,NaN,NaN,1561387595,NaN,NaN,NaN,NaN
"114365",NaN,1561387597,NaN,NaN,NaN,NaN,NaN,NaN,1561387597,NaN
"114366",NaN,1561387598,1561387598,1561387598,NaN,NaN,NaN,NaN,NaN,NaN
"114367",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387599,NaN
"114369",NaN,NaN,NaN,1561387601,NaN,1561387601,NaN,NaN,NaN,NaN
"114371",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387603,NaN,NaN
"114372",NaN,NaN,1561387604,NaN,NaN,NaN,1561387604,NaN,NaN,NaN
"114373",NaN,NaN,1561387605,1561387605,NaN,NaN,NaN,NaN,NaN,NaN
"114374",NaN,NaN,NaN,NaN,NaN,1561387606,NaN,1561387606,NaN,NaN
"114376",NaN,NaN,NaN,NaN,NaN,NaN,1561387608,NaN,NaN,NaN
"114378",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387610,NaN
"114380",NaN,NaN,NaN,NaN,NaN,NaN,1561387612,NaN,NaN,NaN
"114381",NaN,NaN,NaN,1561387613,NaN,1561387613,NaN,NaN,NaN,NaN
"114382",NaN,NaN,NaN,1561387614,NaN,1561387614,NaN,NaN,NaN,NaN
"114383",NaN,NaN,1561387615,1561387615,NaN,NaN,NaN,NaN,NaN,NaN
"114385",NaN,1561387617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114386",NaN,NaN,NaN,NaN,NaN,1561387618,NaN,NaN,NaN,NaN
"114388",NaN,NaN,NaN,NaN,NaN,1561387620,NaN,NaN,1561387620,NaN
"114389",1561387621,1561387621,NaN,NaN,NaN,NaN,NaN,NaN,1561387621,1561387621
"114390",NaN,NaN,NaN,NaN,1561387622,NaN,NaN,NaN,NaN,1561387622
"114391",NaN,NaN,1561387623,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114394",NaN,NaN,NaN,1561387626,NaN,NaN,NaN,NaN,NaN,NaN
"114397",NaN,1561387629,1561387629,NaN,NaN,1561387629,NaN,NaN,1561387629,NaN
"114398",NaN,1561387630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114399",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387631,NaN,NaN
"114402",NaN,NaN,1561387634,NaN,NaN,1561387634,NaN,NaN,NaN,NaN
"114403",NaN,NaN,1561387635,NaN,NaN,NaN,NaN,NaN,1561387635,NaN
"114407",NaN,NaN,1561387639,NaN,NaN,NaN,NaN,NaN,1561387639,NaN
"114410",NaN,1561387642,1561387642,NaN,NaN,1561387642,NaN,NaN,NaN,NaN
"114411",NaN,NaN,NaN,1561387643,NaN,NaN,NaN,NaN,NaN,NaN
"114412",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387644,NaN
"114414",NaN,1561387646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114415",NaN,1561387647,1561387647,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114417",NaN,NaN,NaN,NaN,NaN,1561387649,NaN,NaN,1561387649,NaN
"114419",NaN,1561387651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114420",NaN,NaN,NaN,1561387652,NaN,NaN,NaN,NaN,NaN,NaN
"114422",NaN,NaN,1561387654,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114425",NaN,NaN,1561387657,1561387657,NaN,1561387657,NaN,NaN,1561387657,NaN
"114426",NaN,1561387658,NaN,NaN,NaN,NaN,NaN,NaN,1561387658,NaN
"114427",NaN,NaN,1561387659,NaN,NaN,1561387659,NaN,NaN,NaN,NaN
"114428",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387660
"114429",NaN,NaN,1561387661,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114430",NaN,1561387662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114431",NaN,NaN,NaN,NaN,NaN,1561387663,NaN,NaN,NaN,NaN
"114432",NaN,NaN,1561387664,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114434",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387666,NaN
"114436",NaN,1561387668,1561387668,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114437",NaN,NaN,NaN,1561387669,NaN,1561387669,NaN,NaN,1561387669,NaN
"114438",NaN,NaN,NaN,NaN,NaN,1561387670,NaN,NaN,NaN,NaN
"114439",1561387671,NaN,1561387671,1561387671,NaN,NaN,NaN,NaN,NaN,NaN
"114440",NaN,NaN,1561387672,1561387672,NaN,1561387672,NaN,NaN,NaN,NaN
"114441",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387673,NaN
"114442",NaN,NaN,1561387674,1561387674,NaN,1561387674,NaN,NaN,NaN,NaN
"114443",NaN,NaN,1561387675,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114444",NaN,1561387676,1561387676,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114445",NaN,NaN,1561387677,NaN,1561387677,NaN,NaN,NaN,NaN,NaN
"114447",NaN,NaN,1561387679,NaN,NaN,NaN,NaN,NaN,NaN,1561387679
"114448",1561387680,NaN,1561387680,1561387680,NaN,1561387680,NaN,NaN,NaN,1561387680
"114449",NaN,NaN,1561387681,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114450",NaN,NaN,1561387682,NaN,1561387682,NaN,NaN,NaN,NaN,NaN
"114451",NaN,NaN,1561387683,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114452",NaN,NaN,1561387684,NaN,1561387684,NaN,NaN,NaN,1561387684,1561387684
"114453",NaN,NaN,1561387685,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114454",NaN,NaN,1561387686,NaN,1561387686,NaN,NaN,NaN,NaN,NaN
"114455",NaN,NaN,1561387687,1561387687,NaN,NaN,NaN,NaN,NaN,NaN
"114456",NaN,NaN,NaN,NaN,NaN,1561387688,NaN,NaN,NaN,NaN
"114457",NaN,NaN,1561387689,NaN,NaN,NaN,NaN,NaN,NaN,1561387689
"114458",NaN,1561387690,1561387690,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114459",NaN,NaN,1561387691,NaN,NaN,NaN,1561387691,NaN,NaN,NaN
"114460",1561387692,NaN,NaN,1561387692,NaN,NaN,NaN,NaN,NaN,NaN
"114461",NaN,NaN,1561387693,NaN,1561387693,NaN,1561387693,NaN,NaN,NaN
"114462",NaN,NaN,NaN,NaN,NaN,NaN,1561387694,NaN,NaN,NaN
"114463",NaN,NaN,1561387695,1561387695,NaN,NaN,NaN,NaN,NaN,NaN
"114464",NaN,NaN,1561387696,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114465",NaN,NaN,NaN,1561387697,NaN,NaN,NaN,NaN,NaN,NaN
"114467",NaN,NaN,1561387699,NaN,NaN,1561387699,NaN,NaN,1561387699,NaN
"114469",NaN,NaN,1561387701,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114470",NaN,NaN,NaN,1561387702,NaN,NaN,NaN,NaN,NaN,NaN
"114471",NaN,1561387703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114472",NaN,1561387704,NaN,NaN,NaN,1561387704,NaN,NaN,NaN,NaN
"114473",NaN,NaN,1561387705,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114474",NaN,NaN,NaN,1561387706,NaN,1561387706,NaN,NaN,NaN,NaN
"114475",NaN,NaN,NaN,NaN,NaN,1561387707,NaN,NaN,NaN,NaN
"114476",NaN,1561387708,1561387708,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114479",NaN,NaN,1561387711,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114481",NaN,NaN,NaN,1561387713,NaN,NaN,NaN,NaN,NaN,NaN
"114482",NaN,NaN,1561387714,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114483",NaN,NaN,1561387715,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114484",NaN,1561387716,1561387716,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114485",NaN,1561387717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114486",NaN,1561387718,1561387718,NaN,NaN,NaN,NaN,NaN,1561387718,NaN
"114487",NaN,1561387719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114488",NaN,1561387720,1561387720,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114489",NaN,NaN,1561387721,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114490",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387722
"114491",1561387723,NaN,NaN,NaN,NaN,1561387723,NaN,NaN,NaN,NaN
"114492",1561387724,1561387724,1561387724,NaN,NaN,1561387724,NaN,NaN,NaN,NaN
"114494",NaN,1561387726,1561387726,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114496",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387728
"114498",NaN,1561387730,1561387730,NaN,NaN,1561387730,1561387730,NaN,NaN,NaN
"114499",NaN,NaN,NaN,NaN,NaN,NaN,1561387731,NaN,NaN,NaN
"114500",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387732
"114501",NaN,NaN,1561387733,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114503",NaN,1561387735,1561387735,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114504",1561387736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114505",NaN,1561387737,NaN,1561387737,NaN,NaN,NaN,NaN,NaN,NaN
"114506",NaN,NaN,NaN,NaN,1561387738,1561387738,NaN,NaN,NaN,NaN
"114507",NaN,NaN,NaN,NaN,NaN,1561387739,NaN,NaN,NaN,1561387739
"114508",1561387740,NaN,1561387740,NaN,NaN,1561387740,NaN,NaN,NaN,NaN
"114509",NaN,NaN,NaN,NaN,NaN,1561387741,NaN,NaN,NaN,NaN
"114510",NaN,NaN,NaN,NaN,NaN,1561387742,1561387742,1561387742,NaN,NaN
"114511",NaN,1561387743,1561387743,1561387743,1561387743,1561387743,1561387743,1561387743,1561387743,1561387743
"114513",NaN,NaN,1561387745,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114515",NaN,1561387747,NaN,NaN,NaN,1561387747,NaN,NaN,NaN,1561387747
"114516",NaN,1561387748,1561387748,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114517",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387749,1561387749
"114518",1561387750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114519",NaN,NaN,1561387751,NaN,NaN,1561387751,1561387751,NaN,NaN,1561387751
"114520",NaN,1561387752,1561387752,1561387752,1561387752,1561387752,1561387752,1561387752,NaN,1561387752
"114522",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387754,1561387754
"114523",NaN,1561387755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387755
"114524",NaN,1561387756,1561387756,NaN,NaN,NaN,NaN,NaN,NaN,1561387756
"114525",NaN,1561387757,1561387757,1561387757,1561387757,1561387757,1561387757,1561387757,1561387757,1561387757
"114526",NaN,1561387758,NaN,1561387758,1561387758,NaN,1561387758,NaN,NaN,NaN
"114527",NaN,NaN,1561387759,NaN,NaN,1561387759,NaN,NaN,1561387759,1561387759
"114528",1561387760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387760
"114529",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387761
"114530",NaN,1561387762,1561387762,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114531",NaN,1561387763,NaN,NaN,1561387763,1561387763,NaN,NaN,NaN,1561387763
"114532",NaN,NaN,NaN,NaN,NaN,1561387764,NaN,NaN,1561387764,NaN
"114533",NaN,NaN,1561387765,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114535",NaN,1561387767,NaN,NaN,1561387767,1561387767,NaN,NaN,NaN,1561387767
"114536",NaN,NaN,NaN,NaN,NaN,NaN,1561387768,NaN,NaN,NaN
"114537",NaN,NaN,NaN,NaN,NaN,1561387769,NaN,NaN,NaN,NaN
"114538",NaN,NaN,NaN,NaN,1561387770,NaN,NaN,NaN,NaN,1561387770
"114539",NaN,1561387771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114540",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387772,NaN
"114541",NaN,NaN,1561387773,NaN,1561387773,1561387773,NaN,NaN,1561387773,1561387773
"114542",NaN,1561387774,NaN,NaN,NaN,1561387774,NaN,1561387774,1561387774,NaN
"114543",NaN,NaN,NaN,NaN,NaN,NaN,1561387775,1561387775,NaN,NaN
"114544",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387776,NaN
"114545",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387777,NaN
"114546",NaN,NaN,1561387778,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114547",NaN,1561387779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"114548",NaN,NaN,NaN,NaN,NaN,1561387780,NaN,NaN,1561387780,NaN
"114549",NaN,1561387781,1561387781,NaN,1561387781,1561387781,1561387781,1561387781,1561387781,1561387781
"114550",NaN,1561387782,1561387782,NaN,1561387782,1561387782,1561387782,1561387782,1561387782,1561387782
"114551",NaN,1561387783,NaN,NaN,NaN,NaN,NaN,1561387783,NaN,NaN
"114552",NaN,1561387784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387784
"114553",NaN,1561387785,1561387785,NaN,NaN,1561387785,NaN,NaN,NaN,NaN
"114555",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561387787
"114556",NaN,NaN,NaN,NaN,1561387788,NaN,NaN,NaN,NaN,1561387788
"114557",NaN,NaN,NaN,NaN,NaN,1561387789,NaN,1561387789,NaN,1561387789
"114558",NaN,1561387790,NaN,NaN,1561387790,1561387790,1561387790,NaN,1561387790,1561387790
"114559",NaN,1561387791,NaN,NaN,1561387791,NaN,NaN,NaN,NaN,NaN
"114560",NaN,NaN,NaN,NaN,NaN,1561387792,NaN,1561387792,NaN,NaN
"114561",1561387793,NaN,NaN,NaN,NaN,NaN,NaN,1561387793,NaN,NaN
"114562",NaN,NaN,NaN,NaN,1561387794,1561387794,NaN,NaN,NaN,NaN
"114563",1561387795,1561387795,NaN,NaN,1561387795,1561387795,1561387795,NaN,1561387795,1561387795
"114564",NaN,1561387796,NaN,NaN,NaN,NaN,NaN,1561387796,NaN,NaN
"114565",NaN,NaN,NaN,NaN,NaN,1561387797,NaN,NaN,NaN,NaN
"114567",NaN,1561387799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172793",1561446025,NaN,NaN,NaN,NaN,1561446025,NaN,NaN,NaN,NaN
"172799",NaN,NaN,1561446031,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172803",1561446035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172806",NaN,1561446038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172807",NaN,1561446039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172808",NaN,NaN,NaN,NaN,1561446040,NaN,NaN,NaN,NaN,NaN
"172809",NaN,1561446041,NaN,NaN,1561446041,NaN,NaN,NaN,NaN,NaN
"172810",NaN,1561446042,NaN,NaN,1561446042,NaN,NaN,NaN,NaN,NaN
"172811",NaN,1561446043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172812",NaN,1561446044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172817",NaN,NaN,1561446049,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172837",NaN,1561446069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172842",NaN,1561446074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172844",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446076
"172847",NaN,NaN,NaN,NaN,1561446079,NaN,NaN,NaN,NaN,NaN
"172854",NaN,NaN,1561446086,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172857",NaN,NaN,NaN,NaN,NaN,NaN,1561446089,NaN,NaN,NaN
"172858",1561446090,NaN,NaN,NaN,1561446090,NaN,NaN,NaN,NaN,NaN
"172867",NaN,NaN,NaN,1561446099,NaN,NaN,NaN,NaN,NaN,NaN
"172868",NaN,NaN,1561446100,NaN,1561446100,NaN,NaN,NaN,NaN,NaN
"172871",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446103,NaN
"172873",NaN,NaN,NaN,NaN,1561446105,NaN,NaN,NaN,NaN,NaN
"172874",NaN,NaN,NaN,NaN,1561446106,NaN,NaN,NaN,NaN,NaN
"172875",NaN,NaN,NaN,NaN,NaN,NaN,1561446107,NaN,NaN,NaN
"172877",NaN,NaN,NaN,NaN,1561446109,NaN,NaN,NaN,NaN,NaN
"172881",NaN,1561446113,NaN,NaN,1561446113,1561446113,NaN,NaN,NaN,1561446113
"172882",NaN,1561446114,NaN,NaN,1561446114,1561446114,NaN,NaN,NaN,NaN
"172883",NaN,1561446115,NaN,1561446115,NaN,NaN,NaN,NaN,NaN,1561446115
"172884",1561446116,1561446116,NaN,1561446116,NaN,NaN,NaN,NaN,1561446116,1561446116
"172886",1561446118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172887",1561446119,NaN,1561446119,NaN,1561446119,1561446119,NaN,NaN,NaN,NaN
"172888",1561446120,NaN,1561446120,NaN,NaN,NaN,NaN,NaN,NaN,1561446120
"172889",NaN,NaN,1561446121,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172890",NaN,NaN,1561446122,1561446122,NaN,NaN,NaN,NaN,NaN,NaN
"172891",NaN,NaN,1561446123,1561446123,NaN,NaN,NaN,NaN,NaN,NaN
"172892",1561446124,NaN,NaN,NaN,NaN,NaN,1561446124,NaN,NaN,NaN
"172893",NaN,NaN,1561446125,NaN,1561446125,NaN,NaN,NaN,NaN,NaN
"172894",NaN,1561446126,NaN,NaN,1561446126,NaN,NaN,NaN,NaN,NaN
"172895",1561446127,1561446127,1561446127,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172896",NaN,NaN,NaN,NaN,1561446128,NaN,NaN,NaN,NaN,NaN
"172897",NaN,1561446129,1561446129,NaN,1561446129,1561446129,NaN,NaN,NaN,NaN
"172898",NaN,1561446130,NaN,NaN,NaN,1561446130,NaN,NaN,NaN,NaN
"172903",1561446135,1561446135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172904",NaN,1561446136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172905",NaN,1561446137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172914",NaN,1561446146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172915",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446147
"172916",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446148,NaN
"172918",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446150,NaN
"172920",NaN,1561446152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172925",NaN,1561446157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172928",NaN,NaN,1561446160,NaN,NaN,NaN,NaN,NaN,NaN,1561446160
"172930",NaN,1561446162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172931",NaN,1561446163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172932",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446164
"172933",NaN,1561446165,1561446165,1561446165,NaN,NaN,NaN,NaN,NaN,NaN
"172934",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446166,NaN
"172935",NaN,NaN,NaN,1561446167,NaN,NaN,1561446167,NaN,1561446167,NaN
"172936",NaN,NaN,NaN,NaN,NaN,NaN,1561446168,NaN,NaN,NaN
"172938",NaN,1561446170,1561446170,NaN,1561446170,NaN,NaN,NaN,NaN,NaN
"172939",NaN,NaN,NaN,NaN,1561446171,1561446171,NaN,NaN,1561446171,NaN
"172940",1561446172,1561446172,NaN,NaN,NaN,1561446172,NaN,NaN,NaN,NaN
"172941",NaN,NaN,1561446173,NaN,NaN,1561446173,NaN,NaN,NaN,NaN
"172943",1561446175,NaN,1561446175,NaN,NaN,1561446175,NaN,NaN,NaN,NaN
"172944",NaN,1561446176,NaN,NaN,NaN,1561446176,NaN,NaN,NaN,NaN
"172945",NaN,NaN,NaN,NaN,NaN,1561446177,NaN,NaN,NaN,NaN
"172946",NaN,NaN,1561446178,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172947",NaN,1561446179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172951",NaN,NaN,NaN,1561446183,NaN,NaN,NaN,NaN,NaN,NaN
"172953",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561446185,NaN
"172956",NaN,1561446188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172959",NaN,NaN,NaN,NaN,NaN,NaN,1561446191,NaN,NaN,NaN
"172963",NaN,1561446195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172964",NaN,1561446196,NaN,NaN,NaN,NaN,1561446196,NaN,NaN,NaN
"172965",NaN,NaN,1561446197,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172966",NaN,NaN,1561446198,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"172967",NaN,1561446199,NaN,NaN,NaN,1561446199,NaN,NaN,NaN,NaN
